snippet_id,strategy,true_label,pred_label,vote_margin
332,direct,negative,negative,
332,sc_cot,negative,negative,1.0
333,cot,negative,negative,
333,direct,negative,negative,
333,sc_cot,negative,negative,0.14285714285714285
334,cot,negative,negative,
334,direct,negative,negative,
334,sc_cot,negative,negative,1.0
335,cot,negative,negative,
335,direct,negative,negative,
335,sc_cot,negative,negative,1.0
336,cot,negative,negative,
336,direct,negative,negative,
336,sc_cot,negative,negative,1.0
337,cot,negative,negative,
337,direct,negative,negative,
337,sc_cot,negative,negative,1.0
338,cot,negative,negative,
338,direct,negative,negative,
338,sc_cot,negative,negative,1.0
339,cot,negative,negative,
339,direct,negative,negative,
339,sc_cot,negative,negative,1.0
340,cot,negative,negative,
340,direct,negative,negative,
340,sc_cot,negative,negative,1.0
341,cot,negative,negative,
341,direct,negative,negative,
341,sc_cot,negative,negative,1.0
342,cot,negative,negative,
342,direct,negative,negative,
342,sc_cot,negative,negative,1.0
343,cot,negative,negative,
343,direct,negative,negative,
343,sc_cot,negative,negative,1.0
344,cot,negative,negative,
344,direct,negative,negative,
344,sc_cot,negative,negative,1.0
345,cot,negative,positive,
345,direct,negative,positive,
345,sc_cot,negative,positive,1.0
346,cot,negative,negative,
346,direct,negative,negative,
346,sc_cot,negative,negative,1.0
347,cot,negative,negative,
347,direct,negative,negative,
347,sc_cot,negative,negative,1.0
348,cot,negative,negative,
348,direct,negative,negative,
348,sc_cot,negative,negative,1.0
349,cot,negative,negative,
349,direct,negative,negative,
349,sc_cot,negative,negative,1.0
350,cot,negative,negative,
350,direct,negative,negative,
350,sc_cot,negative,negative,1.0
351,cot,negative,negative,
351,direct,negative,negative,
351,sc_cot,negative,negative,1.0
352,cot,negative,negative,
352,direct,negative,negative,
352,sc_cot,negative,negative,1.0
353,cot,negative,negative,
353,direct,negative,positive,
353,sc_cot,negative,positive,1.0
354,cot,negative,positive,
354,direct,negative,negative,
354,sc_cot,negative,positive,0.7142857142857143
355,cot,negative,negative,
355,direct,negative,negative,
355,sc_cot,negative,negative,1.0
356,cot,negative,positive,
356,direct,negative,positive,
357,cot,negative,negative,
357,direct,negative,negative,
357,sc_cot,negative,negative,1.0
358,cot,negative,negative,
358,direct,negative,negative,
358,sc_cot,negative,negative,1.0
359,cot,negative,negative,
359,direct,negative,negative,
359,sc_cot,negative,negative,1.0
360,cot,negative,negative,
360,direct,negative,negative,
360,sc_cot,negative,negative,1.0
361,cot,negative,negative,
361,direct,negative,negative,
361,sc_cot,negative,negative,1.0
362,cot,negative,positive,
362,direct,negative,positive,
362,sc_cot,negative,positive,1.0
363,cot,negative,negative,
363,direct,negative,negative,
363,sc_cot,negative,negative,1.0
364,cot,negative,negative,
364,direct,negative,negative,
364,sc_cot,negative,negative,1.0
365,cot,negative,negative,
365,direct,negative,negative,
365,sc_cot,negative,negative,1.0
366,cot,negative,negative,
366,direct,negative,negative,
366,sc_cot,negative,negative,1.0
367,cot,negative,negative,
367,direct,negative,negative,
367,sc_cot,negative,negative,1.0
368,cot,negative,negative,
368,direct,negative,negative,
368,sc_cot,negative,negative,1.0
369,cot,negative,negative,
369,direct,negative,negative,
369,sc_cot,negative,negative,1.0
370,cot,negative,negative,
370,direct,negative,negative,
370,sc_cot,negative,negative,1.0
371,cot,negative,negative,
371,direct,negative,negative,
371,sc_cot,negative,negative,1.0
372,cot,negative,positive,
372,direct,negative,positive,
373,cot,negative,negative,
373,direct,negative,negative,
373,sc_cot,negative,negative,1.0
374,cot,negative,negative,
374,direct,negative,negative,
374,sc_cot,negative,negative,1.0
375,cot,negative,negative,
375,direct,negative,negative,
375,sc_cot,negative,negative,1.0
376,cot,negative,negative,
376,direct,negative,negative,
376,sc_cot,negative,negative,1.0
377,cot,negative,negative,
377,direct,negative,negative,
377,sc_cot,negative,negative,1.0
378,cot,negative,negative,
378,direct,negative,negative,
378,sc_cot,negative,negative,1.0
379,cot,negative,negative,
379,direct,negative,negative,
379,sc_cot,negative,negative,1.0
380,cot,negative,negative,
380,direct,negative,negative,
380,sc_cot,negative,negative,1.0
381,cot,negative,negative,
381,direct,negative,negative,
381,sc_cot,negative,negative,1.0
382,cot,negative,negative,
382,direct,negative,negative,
382,sc_cot,negative,negative,1.0
383,cot,negative,negative,
383,direct,negative,negative,
383,sc_cot,negative,negative,1.0
384,cot,negative,negative,
384,direct,negative,negative,
384,sc_cot,negative,negative,1.0
385,cot,negative,negative,
385,direct,negative,negative,
385,sc_cot,negative,negative,1.0
386,cot,negative,negative,
386,direct,negative,negative,
386,sc_cot,negative,negative,1.0
387,cot,negative,negative,
387,direct,negative,negative,
387,sc_cot,negative,negative,1.0
388,cot,negative,negative,
388,direct,negative,negative,
388,sc_cot,negative,negative,1.0
389,cot,negative,negative,
389,direct,negative,negative,
389,sc_cot,negative,negative,1.0
390,cot,negative,negative,
390,direct,negative,negative,
390,sc_cot,negative,negative,1.0
391,cot,negative,negative,
391,direct,negative,negative,
391,sc_cot,negative,negative,1.0
392,cot,negative,negative,
392,direct,negative,negative,
392,sc_cot,negative,negative,1.0
393,cot,negative,negative,
393,direct,negative,negative,
393,sc_cot,negative,negative,1.0
394,cot,negative,negative,
394,direct,negative,negative,
394,sc_cot,negative,negative,1.0
395,cot,negative,negative,
395,direct,negative,negative,
395,sc_cot,negative,negative,1.0
396,cot,negative,negative,
396,direct,negative,negative,
396,sc_cot,negative,negative,1.0
397,cot,negative,negative,
397,direct,negative,negative,
397,sc_cot,negative,negative,1.0
398,cot,negative,negative,
398,direct,negative,negative,
398,sc_cot,negative,negative,1.0
399,cot,negative,negative,
399,direct,negative,negative,
399,sc_cot,negative,negative,1.0
